"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000204362",5.8546855966019,5.28788864788183,0.565564108734597,2.46003407046572e-19,4.43927972325085e-18
"ENSG00000204464",3.34387708084692,1.57930258702269,0.338110231959371,0.000349370725125908,0.000797821029347704
"ENSG00000204528",34.5459730133327,1.31838313946452,0.307094583384285,4.78465006250708e-05,0.000126012679140484
"ENSG00000204588",81.8120861879257,1.02731835478677,0.152882822638965,8.75411245219025e-12,6.20176253006829e-11
"ENSG00000204603",29.9228257202066,2.42841886554504,0.369577787048325,2.66914538089278e-10,1.56975216668217e-09
"ENSG00000204661",2.07926620322114,1.09517517272821,0.270764174798602,3.13548642371419e-05,8.52753794176565e-05
"ENSG00000204666",10.6647579472181,-1.53856131593412,0.266973587526358,4.37406780191496e-09,2.17330364328331e-08
"ENSG00000204684",0.777384082895916,2.01318507444183,0.566209303912589,0.000425016746211578,0.000955210050309186
"ENSG00000204709",10.5496379272232,1.43864314065298,0.273750590900378,2.58232327221991e-08,1.14540199584454e-07
"ENSG00000204876",30.5321255156467,2.96968504209176,0.340564537042839,6.66866044934076e-16,7.69674560194746e-15
"ENSG00000205037",5.1937716930824,-2.03459216471376,0.260130276729013,2.32817981544887e-15,2.51916331593491e-14
"ENSG00000205325",1.17560164162223,2.05607964154254,0.709434200125661,0.0033459081991349,0.00636549842829923
"ENSG00000205334",47.5284561191037,3.67322182193426,0.286899373168615,2.81978088710303e-39,3.6329270033839e-37
"ENSG00000205444",2.25402149198469,3.2138948252496,0.441137098675339,1.33168616174017e-08,6.12752602661174e-08
"ENSG00000205611",195.672978416155,2.74646708507375,0.292336176981256,1.48416507486944e-22,3.83067108484063e-21
"ENSG00000205628",34.1927328484536,4.23613519330783,0.610743193190633,2.96969784407044e-13,2.52333221720096e-12
"ENSG00000205634",3.56098331946971,4.7296018491961,0.806151224266224,6.99548044283036e-10,3.8639044519721e-09
"ENSG00000206187",2.89560020556651,-2.02729652687415,0.327641376552383,2.42561644036528e-10,1.43721016894371e-09
"ENSG00000206195",145.222684570492,2.45457482770244,0.24052440618384,1.16308227518938e-25,4.29565053636611e-24
"ENSG00000206567",170.024440119147,1.19431026212992,0.106417324686285,1.32449371325545e-29,7.80605869301615e-28
"ENSG00000207751",6.89871335276431,2.64762896509981,0.262063073670573,1.25136357335007e-24,4.10210307476888e-23
"ENSG00000212766",8.84685722911609,1.13281285460304,0.243823399337264,1.5086766674135e-05,4.36452675585942e-05
"ENSG00000212930",0.869384675154557,2.54837051047205,0.797806987697292,0.00322480069916313,0.00614776182841148
"ENSG00000213057",21.7036544942362,2.14974395432736,0.174281955881766,1.89536214843752e-35,1.8421590004112e-33
"ENSG00000213468",90.5453892517623,2.23617032861572,0.235124141480268,1.30876017648523e-22,3.4200619706265e-21
"ENSG00000213599",1.64183286323878,1.42777834035889,0.31120128853885,1.23870762818727e-06,4.26238525475618e-06
"ENSG00000214039",95.6531753247098,7.48176874844123,0.682686512133949,1.00351045432406e-26,4.14884172907113e-25
"ENSG00000214043",5.37806364191032,3.11190085533187,0.516658926625434,4.20411802338165e-10,2.38635387802606e-09
"ENSG00000214049",58.8807699879423,5.35754904866266,0.38418975719523,2.52419732197594e-31,1.77013331186667e-29
"ENSG00000214145",20.5800816596743,3.8705066002749,0.336729271951445,4.59296870120694e-32,3.48562282255979e-30
"ENSG00000214188",3.60230857513887,3.26580565559976,0.503136046604821,9.66467678890477e-07,3.39951170860523e-06
"ENSG00000214548",997.728580885553,1.82260842855446,0.245832251733074,2.18475534854388e-09,1.13011621203857e-08
"ENSG00000214691",12.7085848209289,2.56137644165858,0.345404878035983,2.90763643329991e-10,1.70106008553905e-09
"ENSG00000214797",13.3710892605547,1.1287689281449,0.340121066479241,0.00269960087226303,0.00524890151397591
"ENSG00000214803",3.61879442558456,1.36022930621801,0.28443656786475,5.93068091887949e-07,2.15448998626835e-06
"ENSG00000214919",5.3573111793135,1.79074949087266,0.270410129129732,1.13854811971834e-11,7.8844457290495e-11
"ENSG00000215808",73.3718667972542,1.39022253325637,0.321502557291349,3.89443502951902e-06,1.23569129802608e-05
"ENSG00000215866",4.71451589105958,1.53514237792194,0.321231590016821,1.26284339165074e-05,3.70366545002511e-05
"ENSG00000217455",1.91872309744923,5.07526174641834,0.879070067884772,6.48251363380372e-08,2.72275402056654e-07
"ENSG00000218416",69.5860577122975,1.85008682508177,0.242581801534975,3.45799994060114e-15,3.66998461128933e-14
"ENSG00000219159",16.5582997093161,7.16506262740039,0.622305355867018,4.21396184881909e-24,1.31867764712017e-22
"ENSG00000219926",1.15317968451877,3.12244393902721,0.808922135440502,0.000359737204135143,0.000818457540414248
"ENSG00000220161",2.3384409662112,1.42900007013473,0.30550820006589,9.50555137740237e-07,3.34779113991158e-06
"ENSG00000220702",2.61138387078241,3.11129561160407,0.53603736976803,5.39023801254122e-11,3.46995840607449e-10
"ENSG00000222001",3.33002341982551,1.84132549768474,0.750428459370962,0.00143009206047778,0.00292350923064462
"ENSG00000222022",4.74951881750416,2.93133319817036,0.376700796638357,6.43343265961038e-16,7.44075510109426e-15
"ENSG00000222032",7.45220334740459,3.32291775176635,0.348753962911726,3.87352497662096e-20,7.71918286707918e-19
"ENSG00000222041",420.564985726731,1.15393813705082,0.134829923417772,4.47488175663189e-18,6.88634581437241e-17
"ENSG00000223342",0.535428410368377,-1.32509341362675,0.413992930600584,0.00110158507664033,0.00228997423061443
"ENSG00000223387",9.56380614286767,1.38164490075492,0.249808605254897,9.40391081039072e-09,4.43762060388114e-08
"ENSG00000223396",163.802564185153,1.02715696768727,0.0943672993756947,7.03306012056349e-28,3.24692942232681e-26
"ENSG00000223403",9.70589129696853,1.45514408607533,0.313634853304125,0.000142361019787278,0.000345912302465579
"ENSG00000223458",4.64511441330879,-1.23851761252355,0.220963287111722,1.13351253607582e-08,5.27702474778154e-08
"ENSG00000223462",2.16645278943004,1.26753639044149,0.315295248876551,2.90168809795723e-05,7.93844546305336e-05
"ENSG00000223466",5.74722000915785,1.79606190814711,0.272280752220325,9.35373697119339e-09,4.41770697531214e-08
"ENSG00000223485",20.3001603588645,2.26775330788883,0.244226913637086,2.26687616471504e-19,4.10408299102004e-18
"ENSG00000223486",11.6902129861725,2.32399462718782,0.362582503339709,1.84796587981481e-09,9.70865607809765e-09
"ENSG00000223511",19.6887707041911,1.19999435675414,0.198895160397001,5.88679946449737e-10,3.28758760416486e-09
"ENSG00000223586",2.34614775622528,1.97006793053785,0.607721686272786,0.000481604386925408,0.00107023197094535
"ENSG00000223646",8.58614774564758,1.56816645031042,0.256952326178581,2.6591243507e-10,1.56718605349766e-09
"ENSG00000223715",9.06396139130678,4.59649196255029,0.433486599273367,9.57651341199478e-31,6.31593860743466e-29
"ENSG00000223720",1.39243525409236,1.91714566868067,0.526787126372729,9.90120942000256e-05,0.000246405417423752
"ENSG00000223734",0.974355826231462,1.26488556822314,0.377159864749881,0.000293409622021591,0.0006792684103634
"ENSG00000223749",77.57709846354,1.57308470573627,0.188530537207005,1.2846406471235e-17,1.84375885623424e-16
"ENSG00000223783",30.1729741712918,3.57816452429949,0.322034519053393,3.75477045511095e-30,2.36379867287667e-28
"ENSG00000223784",45.9588767709114,4.1396029440871,0.394897967035792,2.45786657893749e-27,1.08068101962807e-25
"ENSG00000223812",7.96119351213958,4.43008211861916,0.776502818610438,9.67157001314668e-08,3.95720072916046e-07
"ENSG00000223823",7.50770062481655,1.35248828841659,0.283832286033332,7.25265396427404e-07,2.60540722397418e-06
"ENSG00000223829",12.0740298845276,4.01144897719441,0.441077048207199,3.1795231382461e-21,7.07411975336683e-20
"ENSG00000223839",2.67103600407344,-1.26866076250713,0.238610165767834,5.71328396108719e-08,2.43099793735968e-07
"ENSG00000223842",3.50585948256282,1.1255010882029,0.284575449538268,3.45697554389886e-05,9.3331600941519e-05
"ENSG00000223872",5.05982788093421,3.66180404006614,0.684046982259139,2.63007617577598e-08,1.16564976110391e-07
"ENSG00000223914",82.0637155008231,-1.65897102860338,0.311897227263565,5.12218815088506e-08,2.19976142293823e-07
"ENSG00000223930",11.2811509328878,-1.2540738287334,0.214560597452924,2.8946520649201e-09,1.47393129040968e-08
"ENSG00000223999",1.1265586377072,4.10240072267776,0.870462929193655,3.15874823251338e-07,1.19043981007647e-06
"ENSG00000224017",2.11798053289542,2.47085529214942,0.406330348788625,2.50516557128634e-11,1.66210985208698e-10
"ENSG00000224141",11.7524949829358,7.74539142358046,1.14028874450432,7.51469474667719e-13,6.08646328897538e-12
"ENSG00000224153",1.15250259228481,1.17787820548587,0.406103837031466,0.00103996548893081,0.00217007946207831
"ENSG00000224167",0.849649451505231,3.08643733570449,0.870102403646064,0.00131013491823463,0.00269418984670374
"ENSG00000224173",1.41598305032766,1.91136941296307,0.474600699457819,0.000727084096268831,0.00156004875806713
"ENSG00000224184",12.5178539145597,1.08387120921184,0.194070308965951,0.000272900955932236,0.000636041773607315
"ENSG00000224209",3.92489683520423,3.83300461104809,0.540097090769349,3.07578537624554e-15,3.289546522085e-14
"ENSG00000224228",2.29569388928364,-1.94028520429395,0.297551352399148,2.33406180344436e-11,1.55044393178438e-10
"ENSG00000224243",1.1853020356069,3.37268534038626,0.915374239012365,0.00300136040727033,0.00576544266861222
"ENSG00000224259",141.617775096406,1.67986076340298,0.34389657856374,6.23133175536185e-09,3.01471875262824e-08
"ENSG00000224260",0.883180142248577,3.59818703491526,1.03188450927232,0.00306552433294014,0.00588054182980899
"ENSG00000224271",31.4091684693212,5.04556502931161,0.427144477513674,7.31832642039303e-34,6.2053193568084e-32
"ENSG00000224294",1.07881231907392,5.7896838079304,1.03959679627829,0.000859571833639451,0.00182104319631455
"ENSG00000224318",10.6645001174984,1.63709916431931,0.318257425182148,5.03943192594746e-08,2.16926595724545e-07
"ENSG00000224342",0.789999559470438,1.4166434518934,0.467363513368105,0.00155914778406801,0.00317066946856203
"ENSG00000224397",1049.10924413869,-1.9537234174059,0.191215532153082,7.22031527740183e-25,2.46916954548186e-23
"ENSG00000224413",2.65794008193406,1.09426762358557,0.380962911951702,0.00179868229186481,0.00361563856927833
"ENSG00000224417",12.3585972926023,4.40057021801491,0.57101194338558,3.36106463505503e-16,4.04789088656628e-15
"ENSG00000224445",1.70519499246605,-1.06396873409713,0.378812105358399,0.00314540844816389,0.00601088747941633
"ENSG00000224481",1.94312662368254,2.00751083164176,0.360630526159375,1.3583924749563e-09,7.2850864581393e-09
"ENSG00000224535",1.64664511102092,2.03638399339459,0.520296034107366,1.90601024809187e-05,5.40670597769021e-05
"ENSG00000224549",1.96608682064344,1.26608526589877,0.417398839304249,0.000915698164572814,0.00193477034009664
"ENSG00000224559",2.1138899125172,2.85642703234898,0.759093874187617,2.65847040167724e-05,7.33462451458761e-05
"ENSG00000224568",2.39985106679818,3.78142959054606,0.870399541803302,0.00133508451030106,0.00274244278348828
"ENSG00000224577",12.5170105192562,1.52337352632102,0.28470941023707,2.19854439871228e-07,8.54132957143482e-07
"ENSG00000224626",0.847926312212848,2.41706700107742,0.684648001933323,0.000468173472231216,0.00104415500650601
"ENSG00000224707",1.37564649064154,3.73253810206511,0.862384523360079,0.0001562763047452,0.000377406594720318
"ENSG00000224717",3.27875783126707,2.03015052235176,0.329216077815683,1.03350428763668e-10,6.37596186359377e-10
"ENSG00000224739",3.11031770131995,1.57286809547894,0.492158334697128,0.00146611287812425,0.00298832426225472
"ENSG00000224745",8.43276139800998,1.35152392913015,0.239741773427546,1.87883529490013e-05,5.3323501709768e-05
"ENSG00000224795",2.37086582913198,-1.30042050041023,0.481181553187032,0.00376146544068377,0.00706151085780688
"ENSG00000224810",3.96095639558106,1.52629187392706,0.378960406292203,1.49898925157345e-05,4.33876721719798e-05
"ENSG00000224817",55.7572246239164,6.85337613348249,0.57085464149454,5.57291625167793e-36,5.61344655169013e-34
"ENSG00000224819",1.50663692397814,1.50188401634427,0.469551087348085,0.000675817873732091,0.00145795600485817
"ENSG00000224853",8.58154362462064,4.91300367477492,0.777197580527439,5.96857808760456e-12,4.29985989666180e-11
"ENSG00000224854",2.24759175031212,2.85155965763592,0.515885368709563,1.9765261722243e-09,1.03204099850355e-08
"ENSG00000224857",1.65635330496759,1.48839436992365,0.362958712131007,1.06555940061071e-05,3.16017081337439e-05
"ENSG00000224885",7.25275912469085,1.31040767341475,0.228569164294232,3.15083736628706e-09,1.59412228394798e-08
"ENSG00000224893",3.72610972679751,3.0437474456516,0.537719627755927,1.86123124514012e-07,7.29223557148252e-07
"ENSG00000224899",6.74124709640389,4.43659502229724,0.623063195715456,1.87317167314274e-15,2.04681875132362e-14
"ENSG00000224939",9.96074966576297,1.89734039531833,0.282521446818235,2.46786051228657e-12,1.87286948466679e-11
"ENSG00000224968",9.35858705918301,-1.9731783472946,0.260232789056736,1.4269271546816e-14,1.40661502436584e-13
"ENSG00000224972",1.62343742271985,2.35694033583935,0.768949046071822,0.00056847880812866,0.00124481130317501
"ENSG00000224995",2.72606372840479,-1.21492966950166,0.208967453106813,3.08163217695828e-09,1.56196178045278e-08
"ENSG00000225077",28.8917479543994,2.59201017265696,0.249405453446524,1.63053781677364e-26,6.54578224994635e-25
"ENSG00000225087",4.26962858221982,2.83949299757823,0.677924756131155,1.48687067057181e-06,5.0473428400538e-06
"ENSG00000225092",4.87229379464133,1.95357799058107,0.379907745067161,3.00289964066956e-06,9.72869240310489e-06
"ENSG00000225096",37.5178117792507,1.33918844170564,0.26076701811816,6.61737616132042e-07,2.38829081001401e-06
"ENSG00000225107",6.33814536958948,5.19977570114931,0.598138500079261,5.64949785651051e-15,5.86108953652963e-14
"ENSG00000225138",326.233621025283,1.58033289916202,0.176020166859142,5.84408500847287e-20,1.14403642922048e-18
"ENSG00000225166",1.21849476220602,1.51160027529333,0.388613842829151,9.42590796721288e-05,0.00023586056973062
"ENSG00000225173",6.52092851650186,2.58052291727152,0.330716089932314,4.66453243646539e-16,5.48652010573636e-15
"ENSG00000225194",49.2870538098526,-1.54472403623909,0.170883274763991,8.12991621584996e-20,1.56387971652114e-18
"ENSG00000225206",13.4930093233947,5.19704808335182,0.568132324755253,7.60513049926201e-21,1.63533546925866e-19
"ENSG00000225218",6.12880325805186,1.48685575318055,0.219874660978442,4.61092553096421e-12,3.37444219835426e-11
"ENSG00000225231",3.21196579363776,3.1061528355814,0.386094511241314,0.00194823876392968,0.00389507136491175
